listing_id,id,date,reviewer_id,reviewer_name,comments
1489424,347539777,2018-11-11,6962005,Zach,A nice place and a warm home to stopover or stay in Albany. A kind family that really embraces hospitality.
1489424,350118051,2018-11-18,31000472,Michael,"Such amazing hospitality! Efrat was very flexible and understanding when it came to my check in time. Check in was easy and quick -- the space is the basement of their home (enter the main house and through the kitchen and into the basement). The space is totally private, with a couch and TV. The room was spacious and the bed was comfy and warm. Really great value!!"
1489424,358479793,2018-12-14,9188955,Stephen,Great space in a good location. Very good value. Amazing hospitality. Really enjoyed my stay.
1489424,417819553,2019-02-28,134878785,Mark,"Hospitable, quiet and good location"
1489424,419216589,2019-03-03,116304393,Sue,"Expect a warm welcome to a calming, homey environment...like visiting a cousin's place. After listening to our questions about local eateries & route suggestions, they were pleasantly answered with Dan""s & Efrat's knowledgeable insights of the Capital District. We shared conversation about our hobbies (bicycling, visiting breweries, etc) & learned of (unexpected) nearby bike-friendly trails, paths & brew pubs that may factor into future trips to the area."
1489424,427001895,2019-03-22,107272834,Karl,"The host was really kind and polite. They room was really nice and clean, and provided small amenities that I forgot like a towel and soap and shampoo for the shower."
1489424,448858460,2019-05-05,16644850,Hannah,"Very welcoming, nice space, and flexible about check-in."
1489424,455451755,2019-05-19,102655304,Chetan Sai Kumar,"Great stay! The place was lovely, clean and comfortable. Good location as well."
1489424,461487782,2019-05-31,5067246,Laleh,Efrat and Dan were great host! Very friendly and nice. We had great conversations. They even shared their home brewed beer.
1489424,511666084,2019-08-17,198490128,Joe,"Efrat and Dan are the nicest people you could hope to meet. I spent my summer with them here, and I couldn't have asked for anything more. It was perfect. If you are considering booking here, absolutely do, you won't regret it."
1489424,515831598,2019-08-23,198075209,Daniel,"Very clean place, comfortable, very quiet and far from the noise. I recommend this place if you want to have a good rest."
1489424,522646562,2019-09-02,286739421,Megan,"What a comfortable and relaxing place to stay while in Albany! Efrat and Dan were outstanding hosts who went above and beyond to make sure we were comfortable. Dan’s home brewed beer was delicious! They recommended several great restaurants and we had some wonderful conversation. This family is so flexible, generous, and kind. I would recommend this home to anyone staying in Albany!"
1489424,527726774,2019-09-11,34659475,Sharath,Efrat et Dan étaient des hôtes formidable. Je reviendrais ici.
1489424,530156487,2019-09-15,73201668,Juan,Very nice quiet neighborhood.
1489424,534501340,2019-09-22,151399161,Don,Nice very comfortable loved having the entire lower floor to myself
1489424,550239168,2019-10-18,34108267,Michael,You simply can't beat this price and location. And I loved the basement solitude with a great collection of books attached!
1489424,563968877,2019-11-14,296552050,Mary,Private space with your own bathroom. Interesting conversation as well
1489424,569764488,2019-11-27,226887012,Eric,Efrat and Dan are wonderful hosts!  It was a pleasure meeting them and I look forward to staying in their home again in the future.
1489424,581292873,2019-12-24,35336198,Brian,Cozy place to spend the night with knowledge folks.
1489424,600397161,2020-02-01,137398291,Mark,Great spot!
1489424,675290372399504524,2022-07-20,470233388,Jennifer,Warm and welcoming couple. Good conversations. Private and quiet space.
1489424,682533242175841563,2022-07-30,418442234,Nolita,Wonderful couple to spend a few days with.
1489424,684738602508149476,2022-08-02,129172443,Jose,Great place to stay. The listing was accurate and the room was very comfortable.
1489424,693464346520240355,2022-08-14,91279490,Shantanab,"Efrat has an amazing place and is an awesome host! the photos don't do justice to the place, it's a really great place with good amenities for the price! Efrat is really friendly and was very helpful!<br/>P.S. You'll like the room even more if you're a Beatles fan :)"
1489424,700673922909070141,2022-08-24,904918,Jeanne,"Great option in the Albany area!  We loved having the basement to ourselves including a TV, couch, bathroom and 2 bedrooms, one with a desk that I spent unfortunately too much time at (working).  We didn't meet Efrat this time but her husband was so helpful and recommended a new south Indian (dosa) restaurant a 5 minute drive away and we loved it.  And generally it was just comfortable and they are very nice, we were up for a college tour and the drive was 20 minutes to the school, perfect distance!   Bed was comfortable, shower was good - thank you!"
1489424,703563317253092323,2022-08-28,260666397,Roni,"I wish I can rate more stars. I usually travel on business so im always looking for a calm quite place and this was it. This is by far the greatest Airbnb experience I’ve ever had! I have to say I’ve never felt more welcomed into anyones’s home like I did when I stayed at Dan and Efrat’s home.<br/> I met Dan during my stay and he is a very kind and great person. I am grateful to have stayed in their home. Overall, I highly recommend booking if you are visiting Albany and in search of a quiet tranquil place."
1489424,706509456306491257,2022-09-01,195251471,Valerie,Great value and kind people :) <br/>Thank you
1489424,707979583911533842,2022-09-03,415821287,Virginia Ann,"Efrat""s place is very much like ""home"".   The house is near the end of a deadend street which makes for a quiet and peaceful environment.  The accommodation  is spacious and comfortable.   The house is easy to find; it is convenient to the center of Albany  and the city's  numerous opprotunites  for shopping and fine dining . Efrat is a friendly and welcoming person.  I highly recommend Efrat's place, and I look forward to staying there when I am again in Albany."
1489424,715933117750745588,2022-09-14,80084157,Raman,"We would like to thank Efrat and Dan for a wonderful experience at their lovely home. They were very kind, accommodating, and gracious hosts. We stayed with them for 2 consecutive weeks, and during that time, had to check out late due to work situations. Efrat was very accommodating and kind. <br/>We appreciate Efrat and Dan's efforts in getting to know us and our personal interests, as it contributed to a warmer and welcoming atmosphere. Their kindness and hospitality will not be forgotten!  Best wishes to Efrat and Dan from me and  my daughter  !!"
1489424,718850057145744903,2022-09-18,55122045,Brittany,"great stay. The bed was comfortable, the space was private and quiet. the hosts were so welcoming. check-in was easy. Parking was easily available. Overall a fantastic experience with this place, would recommend it and I would stay again"
1489424,720226911560876525,2022-09-20,263938267,Soraya,great place really confortable with our own bathroom. They are really nice. We'll Booked again if we come to Albany again.
1489424,721674603580740923,2022-09-22,8277390,Jennifer,"Very pleasant stay. Nice hosts,comfortable bed."
1489424,727542423132146887,2022-09-30,40733718,Renfeng,"very private, large space, have entire basement to yourself. clean and quiet.  very comfortable bed.  highly recommended"
1489424,731102874927940096,2022-10-05,414682721,Sue,"Wonderful place to stay. Had a great night’s sleep on the comfortable bed! Plenty of extras - lots of space, extra blankets and pillows, private use of bathroom, desk in the room. Would recommend this friendly host and this space!"
1489424,734087993580877426,2022-10-09,100912183,Corey,Quiet and private basement. Nice neighborhood and close many restaurants and venues.<br/>Dan and Efrat are great hosts and very helpful with local recommendations.
1489424,735438116823085039,2022-10-11,408815,Rayanne,The apartment was very clean and comfortable. It included the use of a washer and dryer which was an added bonus for us. There were games and books if you needed something to relax with. The family was very friendly and made us feel welcome. Great place to stay if you are in the area.
1489424,736976652995074729,2022-10-13,55122045,Brittany,"always a pleasure staying here. clean, comfortable, and private. they are easy going and extremely accommodating. would stay here again."
1489424,742013319498098091,2022-10-20,1923746,'Dorine,We arrived late and left early in am due to our schedule - this was fine for a quick nights sleep
1489424,747123279006005191,2022-10-27,335157870,Andreas,Great place to stay in the Albany area! Will be staying here again.
1489424,748551708243362064,2022-10-29,481806011,Gunter,Great place to stay. The people are very friendly and have a good room in their basement.
1489424,754322586811871003,2022-11-06,485727913,Israt,Great 😊
1489424,758767554095574838,2022-11-12,76196275,Jessilynn,"We showed up later in the evening and notified Efrat at the time that we would be showing up late. They were very understanding, and had no problem with late check-in. They met us at the door and introduced us to the family. Very comfortable and warm household. They gave us recommendations for breakfast the next morning(bagel place was delicious!). We were only passing through for the night, but we would’ve been more than comfortable staying longer."
1489424,772458963869017238,2022-12-01,484004173,Sunil,Great host!!!
1489424,781154996751677984,2022-12-13,335157870,Andreas,"Great place to stay in Albany! I stayed here when I had an exam. The hosts were extremely kind and welcoming, and had shared their dinner with me when I came back. I would definitely stay here again!"
1489424,788458965783541347,2022-12-23,69007841,Camilo,"My family and I are very grateful with Efrat. He and his wife are very friendly. <br/>Besides, the place is perfect to rest. It is big, comfortable and private. <br/>We definitely recommend it!"
1489424,793535963248651314,2022-12-30,114235885,Susie,You’ll feel right at home. I stayed there twice with my young child.
1489424,796379876538434691,2023-01-03,114235885,Susie,You’ll feel at home. Efrat and Daniel are great hosts. I stayed with my young kid and was grateful for the warm reception and also the privacy. I booked their home again on our return trip.
1489424,818146090615116726,2023-02-02,414682721,Sue,"Had a great stay here!  The space is generous, with a bathroom just for the guests.  Very comfortable bed, quiet and private."
1489424,820351624838032114,2023-02-05,24583585,Helen,"Huge, private space in a quiet neighborhood. Easy access to downtown (what in for a concert at The Egg) Very caring hosts as they dealt with power/water issues 'caused by frigid temps (all resolved!)<br/>Enjoyed talking sports w. Efrat. NCAA regionals anyone? :-)"
1489424,830531386051165880,2023-02-19,80750364,Jie,I spent two weeks here. Definitely a GREAT place! I'm so glaaaaaaad to find this sweet spot. Would recommend this place to anyone who needs to stay near UAlbany for a while. Thanks again for the wonderful hosting.
1489424,833431690182794013,2023-02-23,23283940,Shuying,Very cozy and spacious place. There are lots of toys for my daughter to play with. It is very convenient if you have a car. About 12 minutes to Albany downtown.
1489424,838439038358607900,2023-03-02,148582705,Billy,You won’t find a better deal than this.
1489424,840651619578735239,2023-03-05,177265657,Guillaume,Match with the description.<br/>Very nice place.
1489424,852190883908047841,2023-03-21,51412406,Akshatha,"Efrat and Dan were very good hosts, but my plans changed multiple times due to the snowstorm, and they accommodated my change requests. Their communication was very clear. I had to arrive late at night, and they accommodated my request and were waiting for me too. <br/>Dan and Efrat are well-traveled and have such worldly knowledge that you will learn a lot by talking to them. Albany is very charming, and their place is so peaceful. I had a very good stay. They give you privacy if you want, and if you want to chat in the evening, they are very welcoming. I would definitely stay here again if I came to Albany. They are very responsive hosts; if you see this place in the listing, do take up on it. You will have a delightful stay."
1489424,855135161762012442,2023-03-25,335157870,Andreas,My third stay here at Efrat's in Albany - just as good as my other two stays! Great location and value in the area.
1489424,858041726862868146,2023-03-29,40733718,Renfeng,"super friendly host, this is second time of staying.  good as usual,  a lot of privacy with the whole unit to yourself. easy to communicate.  bed is comfortable.  will definitely stay again next time."
1489424,868102047899957275,2023-04-12,494557010,Jodi,"My daughter and I had a great night's stay. Efrat was great with communication and she, along with her husband Dan, gave us a warm welcome. Accommodations were just what we needed and we felt very comfortable in their home."
1489424,892744932787189121,2023-05-16,419008407,Carmel,"My wife and I had a great and comfy stay at Efrat's house. <br/>She accommodated an early check-in for us and was home to welcome and show us everything in the house. <br/>We enjoy discussing with Efrat and her husband in the kitchen, from our culture to theirs, to our respective families, hobbies and other activities. We were welcome to use everything in their kitchen, including the most varied selection of spices I've ever seen. <br/>Efrat and her husband were even so kind that they offered us a ride to the bus terminal. They are welcoming and friendly with guests.<br/>I highly recommend their place, and it is my first choice BnB in Albany from now on."
1489424,896412361610411721,2023-05-21,157261216,Claude,The hosts were extremely nice.  We would certainly come back.
1489424,899266263277329668,2023-05-25,110927363,Barbara,"We had a very comfortable stay with great, friendly hosts<br/>who were so helpful with local things."
1489424,903639533979354174,2023-05-31,40733718,Renfeng,"This is 4th time staying, same as before, comfortable, private.  Comfortable bed.  <br/>Will stay in future again."
1489424,905080820691419553,2023-06-02,296934731,Ilohann,"Nous avons passé un très beau moment, merci à ces deux jolis humains pour leur hospitalité et leur gentillesse"
1489424,906551130674365147,2023-06-04,159861853,Max,"Efrat and David were most welcoming and helpful with every aspect of the stay, as well as flexible. Highly recmended for anyone who wants a secluded spot within arms reach of downtown Albany and the University"
1489424,920341756572405897,2023-06-23,76248242,Margaret,I felt right at home at Efrat’s place. Cozy and clean ❤️
1489424,922484748628185516,2023-06-26,104875301,Trevyn,"A great place to stay in Albany that was close to a lot of things and in a great, safe neighbourhood"
1489424,924622169381137280,2023-06-29,190653,Andrea,Comfy and clean -very nice couple
1489424,926161012309503379,2023-07-01,943095,Talia,Very clean and private. Would recommend!
1489424,929737964462098897,2023-07-06,468766771,Madeline,Very comfortable and cozy stay while passing through Albany. Thank you so much Efrat and Dan!
1489424,932580114394701564,2023-07-10,33870508,Sha,"Conveniently located in a quiet neighbourhood, this place has easy access to Albany city center. It’s spacious and has all the necessities."
1489424,942016940153944441,2023-07-23,40035905,Professor Jan,"This was the absolute best Airbnb stay ever, take it from Professor Jan, who has stayed in about 100 Airbnb locations! The hosts are so kind, brilliant, the space is just huge, super clean, accommodating, I can't wait to return to Efrat's and Dan's home! Their kindness and generosity made my stay even more perfect. The location is central to everything, Albany and more. Easy to reach my visit to Saratoga / SPAC.  Those reading this, don't hesitate a moment to reserve your stay at this fantastic Airbnb home."
1489424,945730812224933313,2023-07-28,363655641,S J,"We enjoyed our stay at Efrat's place in Albany.  The location was perfect - centrally located and in a nice, quiet residential neighborhood. The house was spacious and our stay was relaxing, comfortable and enjoyable."
1489424,955062966269166259,2023-08-10,14112087,Claudia,"Beautiful house in a quiet street in Albany! <br/>We only stopped for one night on our trip to Canada, Efrat and her husband were friendly and very responsive. The bedroom is in the basement, so you have a lot of privacy, a private bathroom and a room with TV. We used the fridge to store our breakfast, and there is plenty of space for parking.<br/>We definitely recommend!"
1489424,957220544846730053,2023-08-13,38972906,Frédéric,"Efrat is a very good host. Him and his wife are very kind person. The place is confy and clean, I recommend."
1489424,959489602178180017,2023-08-16,519559248,Rafia,it was great staying there.
1489424,961646136111684827,2023-08-19,186290608,Nathalie,"Efrat and Dan are lovely people. <br/>They welcomed us very well and were very nice with us. It is obvious they enjoy welcoming and meeting people.  <br/>They made us feel comfortable and welcome<br/> <br/>The bedroom was spacious, clean and comfortable and we enjoyed our short stay there. <br/>Would recommend"
1489424,962381445274128772,2023-08-20,532260247,Nathan,"Efrat and her husband were absolutely lovely! They make you feel right at home, they’re very friendly, and they offer a very flexible check-in/out. If I’m ever in the area again I’ll definitely go back!"
1489424,963039723345569124,2023-08-21,8386619,Anna,"Albany è stata la prima tappa del viaggio on the road nello stato di NY, e abbiamo passato una notte da Efrat. Ottima accoglienza, stanza pulita e ordinata. È stato bello fare colazione con Dan e fare quattro chiacchiere."
1489424,965938988600403138,2023-08-25,81487579,Sylvia,"We stayed at Efrat’s place as we were attending family orientation at RPI. A very easy ride to Troy. Efrat’s  place is just as described. Very nice, safe, peaceful neighborhood. Efrat and her husband Dan were very friendly hosts. Definitely recommend and we will keep it in mind next time we’re in the area."
1489424,977540472007940510,2023-09-10,377712689,Brooke,Thank you for letting us stay in your home! We enjoyed the breakfast recommendation before heading to our next destination 😁
1489424,979060841905380419,2023-09-12,117475502,Brooke,Very welcoming. Easy communication and check in. Comfortable and affordable stay.
1489424,979753253589026714,2023-09-13,530935372,Robert,"Comfortable, quiet, friendly and reasonable. Exactly what I needed."
1489424,980435624781880132,2023-09-14,497051486,Jakob,Nice room and Dan + Efrat are friendly.
1489424,983407584558975159,2023-09-18,439509086,Jay,"Super happy to have found this budget friendly place in a quiet neighborhood. They had 2 comfy beds in the room, but the smaller bed had an extra plushy topper that made it feel like sleeping on a cloud.  I also appreciated the warm fuzzy blanket that was made available to me.  The hosts were the by far the most easy going in my travels; talking to Dan felt more like talking to a good buddy I’ve known for years rather than a stranger.  iWould stay here again."
1489424,985519053314479940,2023-09-21,368520329,Praful,Great stay. Entire basement is ours. There’s a living room with tv and bedroom is very spacious.
1489424,986248906927641052,2023-09-22,221757460,Matarr,They are very friendly n helpful. You feel welcome at home. I felt so comfortable.
1489424,1006608139300368382,2023-10-20,404475920,Tyrese,"Efrat and Dan are wonderful host. Their place is comfortable, peaceful, spacious, and close by the University at Albany which make makes a great place for students attending. I felt right at home, i would recommend anyone to book with then if you plan to be in the area!"
1489424,1007960795949118699,2023-10-22,439567460,Ty,Very kind and understanding
1489424,1009418230682409432,2023-10-24,224164515,Alberto,"Todo bien, fue una estancia corta para descansar una noche y darme una ducha, aún así tuve oportunidad de charlar un poco con los anfitriones los cuales fueron muy amables. Lugar amplio y cómodo, zona tranquila, perfecto para reponer fuerzas durante tu viaje."
